Date,Open,High,Low,Close,Adj Close,Volume
2022-11-23,98.489998,100.080002,98.269997,99.519997,98.010529,5944900
2022-11-25,99.639999,99.879997,98.519997,99.559998,98.049927,2320000
2022-11-28,98.989998,100.160004,98.559998,98.660004,97.163582,5257300
2022-11-29,98.959999,99.330002,98.199997,98.660004,97.163582,4423900
2022-11-30,99.050003,102.559998,98.519997,102.199997,100.649887,15000800
2022-12-01,102.330002,103.559998,101.949997,103.370003,101.802147,7452300
2022-12-02,102.019997,105.540001,101.820000,105.050003,103.456665,7916900
2022-12-05,103.389999,104.239998,103.000000,103.550003,101.979416,9285800
2022-12-06,103.820000,104.190002,101.440002,102.080002,100.531708,8383000
2022-12-07,101.290001,102.970001,101.059998,101.870003,100.324898,4194300
2022-12-08,102.739998,103.910004,102.400002,103.739998,102.166534,5465100
2022-12-09,103.430000,103.500000,101.750000,101.790001,100.246109,7999600
2022-12-12,101.129997,102.849998,100.820000,102.699997,101.142296,5796000
2022-12-13,104.820000,105.199997,100.989998,102.110001,100.561256,7066000
2022-12-14,102.320000,103.300003,100.699997,102.190002,100.640038,5624000
2022-12-15,101.209999,101.550003,99.449997,99.989998,98.473412,7244400
2022-12-16,99.279999,99.540001,98.019997,98.830002,97.331001,13862300
2022-12-19,98.430000,98.809998,97.730003,98.300003,96.809044,5771100
2022-12-20,98.190002,98.580002,97.269997,98.000000,96.513596,4533500
2022-12-21,96.720001,99.070000,96.349998,98.669998,97.173424,5566300
2022-12-22,98.449997,98.559998,96.169998,97.760002,96.277237,4756900
2022-12-23,97.589996,98.300003,96.879997,98.269997,96.779495,3944500
2022-12-27,98.570000,99.459999,98.209999,99.199997,97.695389,4402500
2022-12-28,99.410004,99.910004,98.389999,98.599998,97.104492,3491500
2022-12-29,99.000000,100.650002,98.669998,99.769997,98.256744,3976100
2022-12-30,99.190002,99.250000,98.239998,99.199997,97.695389,3988900
2023-01-03,100.559998,101.169998,99.470001,100.830002,99.300674,6607700
2023-01-04,102.690002,104.730003,102.550003,104.459999,102.875610,8166600
2023-01-05,104.489998,105.099998,103.489998,104.430000,102.846069,5575100
2023-01-06,105.379997,107.000000,105.010002,106.690002,105.071793,9644100
2023-01-09,106.519997,106.680000,104.430000,104.739998,103.151360,10124800
2023-01-10,104.360001,106.430000,104.169998,106.000000,104.392250,4183600
2023-01-11,105.809998,106.440002,104.860001,106.300003,104.687698,5634400
2023-01-12,106.290001,106.440002,105.169998,105.849998,104.244530,4882000
2023-01-13,105.070000,107.300003,105.070000,107.230003,105.603600,5529700
2023-01-17,106.949997,107.599998,106.309998,106.750000,105.130882,7477200
2023-01-18,107.139999,107.470001,104.910004,105.000000,103.407425,5725800
2023-01-19,105.000000,105.699997,104.239998,104.260002,102.678650,5115800
2023-01-20,104.400002,105.199997,103.889999,105.040001,103.446823,6543500
2023-01-23,105.040001,106.889999,104.400002,106.209999,104.599068,6320500
2023-01-24,106.400002,106.870003,105.410004,106.639999,105.022537,5517200
2023-01-25,106.059998,107.139999,105.900002,106.980003,105.357391,5416900
2023-01-26,107.300003,108.800003,107.059998,108.760002,107.110397,6324100
2023-01-27,108.739998,109.760002,108.339996,109.019997,107.366447,6851100
2023-01-30,108.260002,108.870003,107.419998,108.400002,106.755859,6880700
2023-01-31,108.260002,109.150002,107.500000,109.139999,107.484634,5816300
2023-02-01,108.970001,110.779999,107.980003,109.989998,108.321732,5841200
2023-02-02,110.040001,110.830002,108.000000,109.150002,107.494476,9852900
2023-02-03,104.580002,106.440002,103.040001,104.300003,102.718040,15200500
2023-02-06,104.000000,106.169998,103.300003,105.019997,103.427116,6392200
2023-02-07,104.830002,107.379997,104.559998,106.830002,105.209671,6207500
2023-02-08,106.320000,106.540001,105.650002,106.300003,104.687698,5557500
2023-02-09,105.730003,106.610001,105.599998,106.050003,104.964844,5608400
2023-02-10,105.519997,107.260002,105.470001,107.089996,105.994186,6298600
2023-02-13,107.449997,108.930000,107.279999,108.519997,107.409561,5192400
2023-02-14,107.930000,108.470001,106.699997,107.980003,106.875092,5109400
2023-02-15,107.500000,109.000000,107.260002,109.000000,107.884651,4059100
2023-02-16,107.760002,109.099998,107.410004,107.540001,106.439590,4596800
2023-02-17,106.739998,107.459999,106.230003,107.099998,106.004089,6876400
2023-02-21,105.500000,105.949997,104.709999,104.779999,103.707825,5438000
2023-02-22,105.410004,105.940002,104.389999,104.769997,103.697929,7523700
2023-02-23,105.510002,105.510002,102.629997,103.510002,102.450829,6857900
2023-02-24,102.650002,102.720001,100.820000,101.599998,100.560371,6019700
2023-02-27,102.330002,103.300003,102.150002,102.440002,101.391777,5235100
2023-02-28,101.989998,102.949997,101.900002,102.089996,101.045349,5186500
2023-03-01,102.190002,102.330002,100.910004,101.430000,100.392113,5382200
2023-03-02,101.279999,103.169998,100.940002,103.010002,101.955948,4777600
2023-03-03,103.400002,104.690002,103.010002,104.550003,103.480186,4882100
2023-03-06,104.449997,105.940002,104.440002,104.989998,103.915680,5237100
2023-03-07,104.989998,105.680000,103.120003,103.339996,102.282562,3976300
2023-03-08,102.900002,103.019997,101.730003,102.500000,101.451164,4225500
2023-03-09,102.739998,102.750000,99.959999,100.300003,99.273674,5732300
2023-03-10,100.620003,101.239998,99.029999,99.379997,98.363083,6641900
2023-03-13,98.910004,100.199997,98.370003,99.080002,98.066154,6408200
2023-03-14,100.110001,100.379997,98.470001,99.459999,98.442268,6248800
2023-03-15,98.400002,99.370003,97.279999,99.339996,98.323494,6603300
2023-03-16,99.139999,100.709999,99.029999,100.430000,99.402344,8188600
2023-03-17,99.070000,99.290001,97.839996,98.699997,97.690041,10189700
2023-03-20,99.099998,100.220001,98.930000,99.849998,98.828278,4864000
2023-03-21,100.510002,101.190002,100.139999,100.540001,99.511215,4743700
2023-03-22,100.690002,101.480003,99.059998,99.120003,98.105751,5917700
2023-03-23,99.339996,100.129997,97.519997,98.419998,97.412910,6879200
2023-03-24,98.220001,98.430000,97.190002,98.339996,97.333725,4685400
2023-03-27,98.919998,99.720001,98.580002,98.660004,97.650459,6022200
2023-03-28,98.139999,98.910004,98.080002,98.720001,97.709846,4709800
2023-03-29,99.330002,100.690002,98.739998,100.620003,99.590401,4946600
2023-03-30,101.440002,101.699997,100.650002,101.320000,100.283234,4082600
2023-03-31,101.839996,104.279999,101.839996,104.129997,103.064484,6900100
2023-04-03,104.059998,104.940002,103.669998,104.849998,103.777115,3855400
2023-04-04,104.849998,105.010002,103.349998,104.000000,102.935814,3854400
2023-04-05,103.980003,105.699997,103.930000,104.900002,103.826599,5170900
2023-04-06,104.900002,105.160004,104.019997,104.680000,103.608849,3155700
2023-04-10,103.550003,104.820000,103.070000,104.739998,103.668236,3761600
2023-04-11,105.059998,106.400002,104.919998,105.739998,104.658005,4010600
2023-04-12,106.239998,106.580002,105.349998,105.599998,104.519440,4606000
2023-04-13,106.379997,107.230003,106.250000,106.989998,105.895210,4367600
2023-04-14,106.910004,108.169998,106.849998,107.470001,106.370300,3963300
2023-04-17,107.959999,108.650002,107.559998,108.309998,107.201706,4780700
2023-04-18,108.870003,109.230003,107.730003,107.910004,106.805809,5300500
2023-04-19,107.690002,107.860001,107.080002,107.160004,106.063484,4617800
2023-04-20,106.190002,107.580002,106.190002,107.050003,105.954605,4297200
2023-04-21,107.300003,108.779999,106.660004,108.190002,107.082939,4522800
2023-04-24,108.190002,109.290001,108.040001,109.290001,108.171684,5940700
2023-04-25,108.910004,111.110001,108.830002,109.339996,108.221169,8747100
2023-04-26,109.010002,112.330002,109.010002,111.470001,110.329376,8081600
2023-04-27,111.389999,112.879997,111.180000,112.750000,111.596283,7618500
2023-04-28,112.419998,114.309998,112.290001,114.290001,113.120514,5973400
2023-05-01,114.250000,115.480003,114.250000,114.559998,113.387756,6495900
2023-05-02,114.489998,114.559998,112.849998,114.459999,113.288780,9626400
2023-05-03,109.080002,109.720001,103.800003,103.959999,102.896225,24388600
2023-05-04,104.269997,105.669998,103.800003,104.720001,103.648445,8858100
2023-05-05,105.550003,107.480003,105.379997,107.209999,106.112961,7812000
2023-05-08,107.470001,108.120003,106.930000,107.169998,106.073372,6090700
2023-05-09,106.989998,107.180000,106.400002,106.709999,105.618080,3682400
2023-05-10,107.160004,108.110001,105.680000,106.970001,105.875420,4565000
2023-05-11,106.440002,106.760002,105.120003,105.629997,105.069710,4791700
2023-05-12,105.760002,106.220001,104.830002,106.120003,105.557121,5167600
2023-05-15,106.110001,106.760002,105.610001,106.639999,106.074356,4217000
2023-05-16,106.410004,106.559998,105.199997,105.279999,104.721573,3676600
2023-05-17,105.959999,106.540001,104.949997,105.690002,105.129402,4757300
2023-05-18,105.419998,107.139999,105.199997,107.089996,106.521965,5377500
2023-05-19,107.000000,107.150002,105.320000,105.510002,104.950356,4984700
2023-05-22,105.519997,105.699997,102.769997,102.900002,102.354195,7504300
2023-05-23,102.120003,102.139999,100.080002,100.339996,99.807770,6766300
2023-05-24,100.800003,100.809998,99.110001,99.610001,99.081650,6134800
2023-05-25,98.699997,98.900002,97.730003,98.440002,97.917854,8177000
2023-05-26,98.629997,99.610001,98.330002,98.529999,98.007378,7276500
2023-05-30,98.889999,98.959999,97.309998,97.750000,97.231514,6505400
2023-05-31,98.029999,98.080002,96.980003,97.639999,97.122093,10377100
2023-06-01,97.589996,98.230003,96.519997,97.519997,97.002731,6752200
2023-06-02,98.309998,99.660004,98.190002,99.500000,98.972229,6220300
2023-06-05,100.040001,100.870003,99.500000,99.930000,99.399948,6536500
2023-06-06,99.739998,100.330002,97.529999,98.220001,97.699020,8657100
2023-06-07,98.550003,98.860001,97.589996,97.919998,97.400612,6285600
2023-06-08,97.650002,99.180000,96.919998,99.150002,98.624092,6877800
2023-06-09,98.800003,98.959999,97.639999,97.959999,97.440399,5550800
2023-06-12,97.959999,98.510002,97.519997,98.459999,97.937744,6705800
2023-06-13,98.510002,99.470001,98.510002,99.260002,98.733505,5137900
2023-06-14,99.559998,101.360001,99.190002,100.660004,100.126083,9279500
2023-06-15,101.339996,101.989998,100.660004,101.379997,100.842255,6448200
2023-06-16,102.010002,102.510002,101.480003,101.870003,101.329659,11708300
2023-06-20,101.860001,102.489998,100.900002,101.269997,100.732841,5506400
2023-06-21,100.599998,102.459999,100.360001,101.870003,101.329659,5508800
2023-06-22,101.419998,101.639999,99.639999,100.849998,100.315071,6125500
2023-06-23,99.650002,99.730003,97.519997,98.339996,97.818382,18770100
2023-06-26,98.339996,98.769997,97.480003,98.230003,97.708969,6069000
2023-06-27,98.389999,99.059998,97.730003,98.720001,98.196365,5034100
2023-06-28,98.639999,98.639999,97.300003,98.610001,98.086952,6581900
2023-06-29,98.610001,98.830002,97.980003,98.680000,98.156578,5113500
2023-06-30,99.400002,99.459999,98.540001,99.059998,98.534561,6228900
2023-07-03,98.730003,99.570000,98.250000,99.150002,98.624092,3287000
2023-07-05,99.150002,99.330002,98.290001,98.459999,97.937744,6365400
2023-07-06,97.860001,98.070000,95.910004,96.199997,95.689728,7153300
2023-07-07,95.989998,96.660004,95.550003,96.050003,95.540535,7887400
2023-07-10,96.300003,99.529999,96.230003,99.129997,98.604187,9294600
2023-07-11,99.440002,100.230003,99.139999,100.089996,99.559097,5271700
2023-07-12,101.419998,101.830002,100.760002,101.139999,100.603531,6971900
2023-07-13,101.510002,102.199997,101.300003,101.599998,101.061089,4511700
2023-07-14,101.769997,102.080002,100.989998,101.610001,101.071037,3934400
2023-07-17,100.830002,101.809998,100.040001,100.930000,100.394646,5244500
2023-07-18,100.739998,101.419998,99.860001,100.760002,100.225548,5991000
2023-07-19,100.620003,101.980003,100.620003,101.830002,101.289871,5556200
2023-07-20,101.779999,102.480003,100.699997,100.879997,100.344910,5466100
2023-07-21,101.800003,103.550003,101.610001,102.820000,102.274620,20369100
2023-07-24,102.879997,103.410004,102.320000,102.779999,102.234833,4746600
2023-07-25,102.430000,103.769997,102.330002,102.919998,102.374084,5627500
2023-07-26,102.209999,102.669998,101.300003,101.730003,101.190407,6568300
2023-07-27,102.029999,102.430000,100.540001,100.779999,100.245438,5373400
2023-07-28,101.500000,101.830002,100.809998,101.250000,100.712952,5320700
2023-07-31,101.309998,101.830002,100.860001,101.570000,101.031250,6377400
2023-08-01,101.470001,101.709999,100.400002,101.260002,100.722900,7784300
2023-08-02,100.500000,104.459999,99.290001,102.129997,101.588280,14463100
2023-08-03,101.970001,102.900002,101.449997,102.330002,101.787224,5547500
2023-08-04,102.959999,103.150002,100.519997,100.680000,100.145973,5196700
2023-08-07,101.419998,101.860001,100.940002,101.739998,101.200348,5222700
2023-08-08,101.220001,101.419998,99.889999,100.699997,100.165863,4058400
2023-08-09,101.000000,101.580002,99.470001,99.919998,99.389999,4494300
2023-08-10,100.540001,102.370003,100.400002,101.660004,101.660004,6844200
2023-08-11,101.400002,101.400002,100.139999,100.989998,100.989998,3179700
2023-08-14,100.480003,101.220001,100.199997,101.010002,101.010002,3239300
2023-08-15,100.129997,100.650002,99.779999,100.040001,100.040001,3203700
2023-08-16,99.610001,100.089996,98.889999,98.980003,98.980003,3679500
2023-08-17,99.000000,99.099998,96.430000,96.570000,96.570000,5291100
2023-08-18,96.010002,97.489998,95.790001,97.230003,97.230003,4125500
2023-08-21,97.320000,97.570000,96.160004,96.459999,96.459999,3753200
2023-08-22,96.489998,96.739998,95.599998,96.070000,96.070000,3640500
2023-08-23,96.419998,96.559998,94.010002,95.180000,95.180000,9704500
2023-08-24,94.750000,95.629997,93.709999,94.830002,94.830002,7824500
2023-08-25,95.540001,95.959999,94.510002,95.480003,95.480003,5360400
2023-08-28,95.940002,97.199997,95.830002,97.040001,97.040001,5098900
2023-08-29,97.360001,99.230003,97.339996,99.150002,99.150002,5512300
2023-08-30,99.019997,99.720001,99.000000,99.239998,99.239998,4212200
2023-08-31,99.000000,99.330002,97.279999,97.440002,97.440002,5624500
2023-09-01,98.400002,98.750000,97.040001,98.000000,98.000000,4747100
2023-09-05,97.519997,97.809998,96.589996,96.839996,96.839996,5414300
2023-09-06,96.419998,96.550003,95.370003,95.949997,95.949997,5428400
2023-09-07,95.489998,95.820000,95.019997,95.099998,95.099998,6404100
2023-09-08,95.250000,95.849998,94.750000,95.279999,95.279999,4754700
2023-09-11,95.650002,96.230003,95.220001,95.669998,95.669998,5577500
2023-09-12,95.500000,96.510002,95.199997,96.239998,96.239998,5007600
2023-09-13,96.199997,97.300003,96.040001,96.930000,96.930000,5830200
2023-09-14,96.769997,97.779999,96.250000,97.160004,97.160004,6039700
2023-09-15,97.250000,97.470001,96.050003,96.230003,96.230003,8766700
2023-09-18,96.300003,96.970001,96.089996,96.760002,96.760002,4477500
2023-09-19,95.209999,95.470001,94.269997,95.290001,95.290001,6803000
2023-09-20,95.449997,96.620003,95.050003,95.160004,95.160004,4572100
2023-09-21,95.160004,95.320000,93.029999,93.099998,93.099998,6108800
